"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","X","Y"
13115014000,13115,"140","","杉並区No.140遺跡","杉並区 井草五丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.6070632,35.72651585,-20469.5261151066,-30318.1997537638
13115014100,13115,"141","","杉並区No.141遺跡","杉並区 井草五丁目　 上井草二丁目","[奈良時代][平安時代]","包蔵地","","土師器",139.6058959,35.72478781,-20575.5704423086,-30509.6697417511
13115014200,13115,"142","","杉並区No.142遺跡","杉並区 上井草二丁目","[縄文時代（早期・中期）]","包蔵地","","縄文土器",139.6082283,35.7242618,-20364.6988543658,-30568.5134712764
13115014300,13115,"143","","杉並区No.143遺跡","杉並区 井草四丁目","[縄文時代（中期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器　土師器　陶器",139.6106337,35.72843895,-20146.0360877401,-30105.583991857
13115014400,13115,"144","かきのきやまいせき","柿ノ木山遺跡","杉並区 井草四丁目","[縄文時代（草創期～後期）]","包蔵地","[縄文時代]土坑","縄文土器　打斧　有舌尖頭器　石鏃　掻器　剥片",139.6098441,35.72698966,-20217.8318752571,-30266.2103586366
13115014500,13115,"145","","杉並区No.145遺跡","杉並区 上井草一丁目","[縄文時代（早期・中期）]","包蔵地","","縄文土器",139.6116294,35.72308759,-20057.3035236499,-30699.484425014
13115014600,13115,"146","","杉並区No.146遺跡","杉並区 上井草一丁目","[古墳時代]","包蔵地","","土師器",139.6119384,35.72060689,-20029.969501663,-30974.7638968843
13115014700,13115,"147","","杉並区No.147遺跡","杉並区 下井草五丁目","[古墳時代]","包蔵地","","土師器",139.6147537,35.72004576,-19775.4028636316,-31037.5882937409
13115014800,13115,"148","","杉並区No.148遺跡","杉並区 下井草五丁目　 清水三丁目","[縄文時代（早期）]","包蔵地","","縄文土器",139.61623,35.71929316,-19642.023105725,-31121.380454223
13115014900,13115,"149","","杉並区No.149遺跡","杉並区 井草二丁目　 井草三丁目","[縄文時代（前期）][近世]","包蔵地","","縄文土器　陶器　銭貨",139.6164703,35.72614985,-19618.6012849683,-30360.726566141
13115015000,13115,"150","","杉並区No.150遺跡","杉並区 井草二丁目","[縄文時代]","包蔵地","","縄文土器",139.6208215,35.72986307,-19224.075409266,-29949.6316109955
13115015100,13115,"151","","杉並区No.151遺跡","杉並区 井草一丁目","[縄文時代][古墳時代]","包蔵地","","縄文土器　土師器",139.6232935,35.72874825,-19000.7197688065,-30073.7947701711
13115015200,13115,"152","","杉並区No.152遺跡","杉並区 井草一丁目","[奈良時代][平安時代]","包蔵地","","土師器",139.6226755,35.72707599,-19057.0239642925,-30259.200641812
13115015300,13115,"153","","杉並区No.153遺跡","杉並区 井草一丁目","[近世]","包蔵地","","銭貨",139.6247698,35.72498563,-18868.0571357818,-30491.5163302454
13115015400,13115,"154","","杉並区No.154遺跡","杉並区 天沼二丁目　 天沼三丁目","[縄文時代]","包蔵地","","縄文土器",139.6228535,35.70812475,-19045.4303276856,-32361.7410916975
13115015500,13115,"155","","杉並区No.155遺跡","杉並区 天沼二丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.6233341,35.70606176,-19002.4324003535,-32590.7079585971
13115015600,13115,"156","","杉並区No.156遺跡","杉並区 阿佐谷北三丁目","[縄文時代]","包蔵地","","縄文土器",139.6304753,35.70926773,-18355.5028793817,-32236.3877057945
13115015700,13115,"157","","杉並区No.157遺跡","杉並区 阿佐谷北二丁目","[古墳時代]","包蔵地","","土師器",139.6350758,35.70611752,-17939.9343357927,-32586.7310257612
13115015800,13115,"158","","杉並区No.158遺跡","杉並区 阿佐谷北二丁目","[縄文時代（前期）]","包蔵地","","縄文土器",139.6334278,35.70597813,-18089.0902987787,-32601.8929170515
13115015900,13115,"159","","杉並区No.159遺跡","杉並区 阿佐谷北一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.6366894,35.70871018,-17793.3464855979,-32299.3879940166
13115016000,13115,"160","あさがやほんむら","阿佐谷本村遺跡","杉並区 阿佐谷北一丁目","[旧石器時代][縄文時代（中期～後期）][古墳時代][近世]","包蔵地","[旧石器時代]石器集中部[縄文時代]土坑　ピット[近世]地下室　土坑　ピット","[旧石器時代]ナイフ形石器[縄文時代]縄文土器[古墳時代]土師器[近世]陶磁器　土器",139.6374104,35.70698175,-17728.48935414,-32491.2751462146
13115016100,13115,"161","","杉並区No.161遺跡","杉並区 阿佐谷北五丁目","[縄文時代]","包蔵地","","縄文土器",139.6396076,35.71055008,-17528.8896931592,-32095.789481169
13115016200,13115,"162","","杉並区No.162遺跡","杉並区 阿佐谷南一丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器",139.6417706,35.6995658,-17335.5525349737,-33314.7986750351
13115016300,13115,"163","","杉並区No.163遺跡","杉並区 高円寺南三丁目","[縄文時代（中期）][近世]","包蔵地","","縄文土器　土器",139.6466114,35.70093195,-16897.1935025032,-33164.0783896187
13115016400,13115,"164","","杉並区No.164遺跡","杉並区 高円寺南四丁目","[近世]","包蔵地","","土器",139.6524792,35.70406573,-16365.5524662302,-32817.4027261657
13115016500,13115,"165","","杉並区No.165遺跡","杉並区 高円寺南一丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器",139.6561528,35.69915883,-16034.1092003052,-33362.3928998896
13115016600,13115,"166","","杉並区No.166遺跡","杉並区 高円寺南一丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.6601697,35.69809935,-15670.8032109906,-33480.5827757063
13115016700,13115,"167","","杉並区No.167遺跡","杉並区 永福二丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器",139.6373202,35.67348761,-17744.0677979099,-36207.1785507
13115016800,13115,"168","","杉並区No.168遺跡","杉並区 永福一丁目","[縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","","縄文土器　土師器　須恵器",139.6440401,35.67227754,-17136.0074928015,-36342.6190245935
13115016900,13115,"169","","杉並区No.169遺跡","杉並区 永福一丁目","[縄文時代]","包蔵地","","縄文土器",139.6474734,35.67266801,-16825.1214003403,-36299.8928555021
13115017000,13115,"170","","杉並区No.170遺跡","杉並区 和泉二丁目　 和泉四丁目","[縄文時代（早期～前期）]","包蔵地","","縄文土器",139.6508164,35.67780844,-16521.4338087465,-35730.1701955877
13115017100,13115,"171","がっけいせき","崕遺跡","杉並区 和泉一丁目　 和泉四丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落","[近世]竪穴式遺構　土坑　墓壙　溝　柱穴列　道路状遺構　半地下倉庫","尖頭器　スタンプ形石器　敲石　縄文土器　土師器　須恵器　陶磁器　土器　炉器　瓦　銭貨　金属製品　石製品　土製品　木製品",139.655284,35.67695106,-16117.198600763,-35826.0318890276
13115017200,13115,"172","","杉並区No.172遺跡","杉並区 和泉四丁目","[古墳時代][近世]","包蔵地","","土師器　陶磁器",139.6519538,35.68138524,-16417.7435627405,-35333.5429782669
13115017300,13115,"173","うえはらいせき","上原遺跡","杉並区 和泉三丁目","[縄文時代（早期～前期）][古墳時代][近世]","包蔵地・集落","[古墳時代]住居　[近世]溝","縄文土器　石器　土師器",139.6507749,35.68209266,-16524.3070912788,-35254.8625724093
13115017400,13115,"174","ほんむらはらいせき","本村原遺跡","杉並区 和田一丁目","[縄文時代（早期～前期・後期）][弥生時代（後期）][古墳時代][中世][近世]","包蔵地","[縄文時代]ユニット　集石　土坑","縄文土器　打斧　石鏃　磨石　弥生土器　土師器　須恵器　円筒埴輪　陶磁器",139.6624767,35.69272395,-15463.0638753969,-34077.308438133
13115017500,13115,"175","ほんむらはらいせきびーちてん","本村原遺跡B地点","杉並区 和田一丁目","[縄文時代（早期～中期）][弥生時代（後期）][近世]","集落","[弥生時代]住居","縄文土器　弥生土器",139.662923,35.6919711,-15422.8172145286,-34160.9015843023
13115017600,13115,"176","かまくらばしうえいせき","鎌倉橋上遺跡","杉並区 浜田山一丁目　 浜田山二丁目","[旧石器時代][縄文時代（早期～後期）]　[弥生時代（後期）][古墳時代][中世][近世]","集落","[旧石器時代]礫群　ブロック　[縄文時代]住居　土坑　[弥生時代]住居　環濠","細石器　細石刃　ナイフ形石器　角錐状石器　スクレイパー　石刃　石核　細石核　縄文土器　尖頭器　打製石斧　石匙　磨石　土偶　弥生土器　石器　ミニチュア土器　被熱粘土塊　陶磁器　銭貨　鉄鏃　土師器",139.6274325,35.67714111,-18638.302508381,-35800.0206946038
13115017700,13115,"177","しのみやいせき","四宮遺跡","杉並区 今川二丁目","[縄文時代（早期）]","包蔵地","[縄文時代]集石","縄文土器",139.6105302,35.71796272,-20158.0378997292,-31267.8276631978
13115017800,13115,"178","かまくらばしうえいせきしーちてん","鎌倉橋上遺跡C地点","杉並区 浜田山一丁目","[縄文時代（草創期・中期）]","集落","[縄文時代]土坑　住居跡","縄文土器　石鏃",139.6294924,35.67758732,-18451.7357975702,-35750.9060447248
13115017900,13115,"179","かいどうづきいせき","街道附遺跡","杉並区 荻窪五丁目","[縄文時代（中期）][近世]","集落","[縄文時代]住居跡　[近世]溝状遺構","土器　石器",139.6163976,35.70402626,-19630.6030862904,-32815.1669984559
13115018000,13115,"180","たかちほだいがくおおみやいせき","高千穂大学大宮遺跡","杉並区 大宮二丁目","[旧石器時代][縄文時代（早期・中期）][古墳時代][中世]","集落・古墳","[旧石器時代]礫群　ブロック　[縄文時代]陥し坑　土坑　[古墳時代]円墳（周溝）　住居　[中世]溝状遺構　溝　土坑","剥片　縄文土器　土師器　埴輪　鉄製品　陶磁器",139.6376941,35.68312,-17708.0923185179,-35138.6078436899
13115018100,13115,"181","どうのうえいせき","堂の上遺跡","杉並区 浜田山二丁目","[旧石器時代][縄文時代（中期）]","集落","[旧石器時代]ユニット　[縄文時代]住居跡","石核　ナイフ形石器　スクレイパー　台石　縄文土器",139.6254375,35.67740305,-18818.8302069757,-35770.5801746308
13115018300,13115,"183","おそのいいせきびーちてん","遅ノ井遺跡B地点","杉並区 上井草二丁目","[旧石器時代]","包蔵地","[旧石器時代]ブロック","[旧]ナイフ形石器　錘状石器　斧状石器　敲石　石核　剥片",139.6094299,35.72437329,-20255.964655753,-30556.393133062
13115018400,13115,"184","むこうやまだいしょうじざかいせき","向山大聖寺坂遺跡","杉並区 堀ノ内一丁目","[旧石器時代][縄文時代（草創期～早期）]","包蔵地","[旧石器時代]礫群　[縄文時代]石器集中部　礫集中部　炉穴　土坑　焼土集中部","縄文土器　石器",139.6487347,35.68465179,-16708.4427684456,-34970.6018509621
13115018500,13115,"185","ねがわらいせきびーちてん","根河原遺跡B地点","杉並区 和泉四丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代][中世][近世]","包蔵地","[縄文時代]礫集中部","縄文土器　弥生土器　土師器　石器　陶器　土製品　ガラス製品",139.6492415,35.67842914,-16663.8648806433,-35661.0424093624
13115018600,13115,"186","しらはたいせき","白幡遺跡","杉並区 成田東二丁目","[旧石器時代]","包蔵地","[旧石器時代]ブロック　礫群　炭化物集中部","[旧石器時代]ナイフ形石器　台形様石器　錐状石器　楔形石器　彫器　スクレイパー　剥片　石核　局部磨製石斧",139.6341235,35.69056537,-18029.6067209286,-34311.9515927358
13115018700,13115,"187","せいびだいいせきびーちてん","済美台遺跡B地点","杉並区 大宮一丁目","[縄文時代（中期～晩期）]［弥生時代（後期）］","包蔵地","溝、落ち込み、木列に伴う遺物集中部、ピット、土坑","縄文土器　打製石斧　弥生土器　種子　礫　陶器　不明土器",139.6452815,35.68880866,-17020.117142819,-34508.8362151055
13115018800,13115,"188","てきがいそう（このえふみまろてい）いせき","荻外荘（近衞文麿邸）遺跡","杉並区 荻窪二丁目","縄文　その他（近代）","包蔵地　その他（邸宅）","[近代]池掘り込み、護岸、コンクリート製建物基礎、砂利敷遺構（車回し）、斜面地土留め、コンクリート構造物、瓦組遺構、建物基礎、コンクリート製浄化槽、石組構造物、煉瓦遺構","縄文土器、陶磁器、瓦、タイル、土管、碍子、煉瓦、ガラス製品、金属製品",139.622321,35.69898747,-19095.7928433393,-33375.3518129395
13116000100,13116,"1","ひかわじんじゃうらかいづか","氷川神社裏貝塚","豊島区 池袋本町二丁目　 池袋本町三丁目","[縄文時代（前期～晩期）][弥生時代][平安時代][中世][近世]","包蔵地・貝塚","[縄文]貝塚、包含層、土坑　[中～近世]溝状遺構　[近世]土坑　生垣　溝　道　掘立柱建物　作物貯蔵孔　動物埋葬墓　畝状遺構","縄文土器　石斧　石鏃　玉類　土偶　弥生土器　土師器　須恵器　陶磁器　土器　土製品　石製品　金属製品　渡来銭　硝子製品　動物遺体",139.7105424,35.74290873,-11105.9980918325,-28516.1740164869
